text,label
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ASAP,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ASAP,phishing
Please see the minutes from today's meeting and action items for next week. See below,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. Please respond,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. do not ignore,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
Attachments: invoice_552.pdf requires your approval. Open it: http://bit.ly/verify ,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ASAP,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. ASAP,phishing
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. Please respond,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Update your account information at http://secure-pay.example.com to avoid suspension. do not ignore,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
"Dear Member, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ",phishing
Please see the minutes from today's meeting and action items for next week. Thanks,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ASAP,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ASAP,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
"Dear User, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. Please respond",phishing
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ASAP,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
"Dear Member, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. Please respond,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. Please respond,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ASAP,phishing
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. do not ignore,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. do not ignore,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. Please respond,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. Please respond,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
Attachments: invoice_489.pdf requires your approval. Open it: http://bit.ly/verify Please respond,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. Please respond,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. Please respond,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ASAP,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
Attachments: invoice_318.pdf requires your approval. Open it: http://bit.ly/verify ASAP,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
"Dear Member, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. Please respond",phishing
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. Please respond,phishing
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
"Dear Subscriber, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. Please respond,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
Attachments: invoice_903.pdf requires your approval. Open it: http://bit.ly/verify do not ignore,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. Please respond,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Attachments: invoice_663.pdf requires your approval. Open it: http://bit.ly/verify do not ignore,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. Please respond,phishing
Please see the minutes from today's meeting and action items for next week. Regards,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ,phishing
Attachments: invoice_919.pdf requires your approval. Open it: http://bit.ly/verify ASAP,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
Attachments: invoice_888.pdf requires your approval. Open it: http://bit.ly/verify do not ignore,phishing
"Dear User, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. Please respond",phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ASAP,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ASAP,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Update your account information at http://secure-pay.example.com to avoid suspension. ASAP,phishing
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ASAP,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
"Dear Subscriber, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ASAP",phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. See below,ham
Attachments: invoice_540.pdf requires your approval. Open it: http://bit.ly/verify ASAP,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ASAP,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Please advise",ham
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ASAP,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ASAP,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. do not ignore,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. do not ignore,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ,phishing
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ASAP,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ASAP,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. Please respond,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. Please respond,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
"Dear User, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. Please respond",phishing
Please see the minutes from today's meeting and action items for next week. Regards,ham
Update your account information at http://secure-pay.example.com to avoid suspension. do not ignore,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
Update your account information at http://secure-pay.example.com to avoid suspension. Please respond,phishing
Please see the minutes from today's meeting and action items for next week. See below,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Please see the minutes from today's meeting and action items for next week. Regards,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. do not ignore,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Attachments: invoice_399.pdf requires your approval. Open it: http://bit.ly/verify do not ignore,phishing
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ,phishing
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Update your account information at http://secure-pay.example.com to avoid suspension. ASAP,phishing
Please see the minutes from today's meeting and action items for next week. Please advise,ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Regards,ham
Reminder: submit your timesheets by Friday noon. Thanks. Regards,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
"Dear Customer, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Attachments: invoice_525.pdf requires your approval. Open it: http://bit.ly/verify ASAP,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Regards,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. do not ignore,phishing
Please see the minutes from today's meeting and action items for next week. Regards,ham
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. Please respond,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. ,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
Please see the minutes from today's meeting and action items for next week. See below,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. Please respond,phishing
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. ASAP,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. See below",ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Attachments: invoice_116.pdf requires your approval. Open it: http://bit.ly/verify do not ignore,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Can someone help with access to the analytics dashboard? I'm getting a permission error. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ASAP,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
Reminder: submit your timesheets by Friday noon. Thanks. Thanks,ham
"Dear Customer, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ",phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. See below",ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
reset your password now: http://bit.ly/verify This link will expire in 24 hours. Please respond,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Please see the minutes from today's meeting and action items for next week. Thanks,ham
Bank Notice: We noticed unusual transactions. Verify your account now at http://secure-pay.example.com. ASAP,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Thanks",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. do not ignore,phishing
Attachments: invoice_361.pdf requires your approval. Open it: http://bit.ly/verify do not ignore,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Update your account information at http://secure-pay.example.com to avoid suspension. Please respond,phishing
"Dear Client, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ASAP",phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. Please respond,phishing
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. ASAP,phishing
Your payment failed. Update your billing information here: http://bit.ly/verify to avoid service interruption. ASAP,phishing
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. Please advise,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. See below,ham
"Dear Client, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
Can someone help with access to the analytics dashboard? I'm getting a permission error. See below,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. do not ignore,phishing
Reminder: submit your timesheets by Friday noon. Thanks. Please advise,ham
Please see the minutes from today's meeting and action items for next week. See below,ham
Invoice attached - please review. Open attachment: http://secure-pay.example.com to view. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Please advise,ham
Congratulations! You've won a prize. Claim now at http://bit.ly/verify by entering your details. do not ignore,phishing
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Please advise,ham
Attachments: invoice_382.pdf requires your approval. Open it: http://bit.ly/verify Please respond,phishing
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice See below,ham
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. ASAP,phishing
Please see the minutes from today's meeting and action items for next week. Thanks,ham
reset your password now: http://bit.ly/verify This link will expire in 24 hours. ,phishing
"Hi team, please find the attached quarterly sales report and let me know your feedback. Regards",ham
Lunch tomorrow at 1? Meeting moved to conference room B. - Alice Thanks,ham
Important Notice: Your mailbox has exceeded quota. Click http://secure-pay.example.com to increase limit. Please respond,phishing
"Dear Customer, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. do not ignore",phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ASAP,phishing
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. ,phishing
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Please advise",ham
"Dear John, could you review the code in repo and push the changes by EOD? Thanks. Regards",ham
"Hi team, please find the attached quarterly sales report and let me know your feedback. Thanks",ham
Security Alert: New login from unknown device. Verify here: http://bit.ly/verify. ,phishing
Please see the minutes from today's meeting and action items for next week. Regards,ham
FYI: the server upgrade is scheduled for Saturday. Downtime expected: 2 hours. Thanks,ham
Urgent: Your account has been locked. Click http://bit.ly/verify to verify your identity and restore access. do not ignore,phishing
Please see the minutes from today's meeting and action items for next week. Regards,ham
"Dear Customer, We detected suspicious activity on your account. Please login immediately at http://bit.ly/verify. ",phishing
